MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Temperature Coefficient,Type,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
1206W4F1003T5E,Uniroyal Electronics Industry,100k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,100k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1003T5E,Basic,C25741,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
AR06DTD1003,Viking Tech,100k 0.5% 1206 General Thin Film Resistor,Device:R,Chip:RESC3216X65_NOMB,100k,150V,125mW,±0.5%,±50ppm/°C,Thin Film,Compliant,N/A,Preferred,C3015179,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590910229918277632
0603WAF1103T5E,Uniroyal Electronics Industry,110k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,110k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1103T5E,Preferred,C25805,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1203TCE,Uniroyal Electronics Industry,120k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,120k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1203TCE,Preferred,C25750,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1203T5E,Uniroyal Electronics Industry,120k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,120k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1203T5E,Basic,C25808,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1203T5E,Uniroyal Electronics Industry,120k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,120k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1203T5E,Preferred,C17436,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1303T5E,Uniroyal Electronics Industry,130k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,130k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1303T5E,Preferred,C22795,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1503TCE,Uniroyal Electronics Industry,150k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,150k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1503TCE,Preferred,C25755,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1503T5E,Uniroyal Electronics Industry,150k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,150k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1503T5E,Basic,C22807,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1503T5E,Uniroyal Electronics Industry,150k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,150k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1503T5E,Basic,C17470,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1603T5E,Uniroyal Electronics Industry,160k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,160k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1603T5E,Preferred,C22813,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1803T5E,Uniroyal Electronics Industry,180k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,180k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1803T5E,Preferred,C22827,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1803T5E,Uniroyal Electronics Industry,180k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,180k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1803T5E,Preferred,C17501,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
NQ01WMF2003TEE,Uniroyal Electronics Industry,200k 1% 0201 Automotive Thick Film Resistor,Device:R,Chip:RESC0603X26_NOMB,200k,25V,50mW,±1%,±200ppm/°C,Thick Film,Compliant,303-NQ01WMF2003TEE,Preferred,C2758765,https://www.uni-royal.cn/images/userfile/file/1596683255a94086f8d119f5f4.pdf
0402WGF2003TCE,Uniroyal Electronics Industry,200k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,200k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2003TCE,Basic,C25764,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2003T5E,Uniroyal Electronics Industry,200k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,200k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2003T5E,Basic,C25811,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2003T5E,Uniroyal Electronics Industry,200k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,200k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2003T5E,Basic,C17539,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2203TCE,Uniroyal Electronics Industry,220k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,220k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2203TCE,Preferred,C25767,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2203T5E,Uniroyal Electronics Industry,220k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,220k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2203T5E,Basic,C22961,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2203T5E,Uniroyal Electronics Industry,220k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,220k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2203T5E,Basic,C17556,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2403T5E,Uniroyal Electronics Industry,240k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,240k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2403T5E,Preferred,C4197,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0805F2553TS,Fojan Electronics,255k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,255k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2933384,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0603WAF2703T5E,Uniroyal Electronics Industry,270k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,270k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2703T5E,Preferred,C22965,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2703T5E,Uniroyal Electronics Industry,270k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,270k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2703T5E,Preferred,C17589,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3003TCE,Uniroyal Electronics Industry,300k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,300k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3003TCE,Preferred,C25774,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3003T5E,Uniroyal Electronics Industry,300k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,300k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3003T5E,Basic,C23024,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3003T5E,Uniroyal Electronics Industry,300k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,300k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3003T5E,Preferred,C17616,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF3303TCE,Uniroyal Electronics Industry,330k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,330k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF3303TCE,Preferred,C25778,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3303T5E,Uniroyal Electronics Industry,330k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,330k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3303T5E,Basic,C23137,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3303T5E,Uniroyal Electronics Industry,330k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,330k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3303T5E,Preferred,C17629,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3603T5E,Uniroyal Electronics Industry,360k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,360k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3603T5E,Preferred,C23146,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3903T5E,Uniroyal Electronics Industry,390k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,390k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3903T5E,Preferred,C23150,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3903T5E,Uniroyal Electronics Industry,390k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,390k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3903T5E,Preferred,C17656,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4303T5E,Uniroyal Electronics Industry,430k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,430k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4303T5E,Preferred,C25969,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC1206F4303TS,Fojan Electronics,430k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,430k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2930429,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0402WGF4703TCE,Uniroyal Electronics Industry,470k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,470k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF4703TCE,Preferred,C25790,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4703T5E,Uniroyal Electronics Industry,470k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,470k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4703T5E,Basic,C23178,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4703T5E,Uniroyal Electronics Industry,470k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,470k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4703T5E,Basic,C17709,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF5103TCE,Uniroyal Electronics Industry,510k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,510k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF5103TCE,Preferred,C11616,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5103T5E,Uniroyal Electronics Industry,510k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,510k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5103T5E,Basic,C23192,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5103T5E,Uniroyal Electronics Industry,510k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,510k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5103T5E,Preferred,C17733,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0603F5113TS,Fojan Electronics,511k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,511k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2930114,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
FRC0603F5363TS,Fojan Electronics,536k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,536k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2930116,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0603WAF5603T5E,Uniroyal Electronics Industry,560k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,560k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5603T5E,Preferred,C23203,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6803T5E,Uniroyal Electronics Industry,680k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,680k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6803T5E,Preferred,C25822,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6803T5E,Uniroyal Electronics Industry,680k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,680k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6803T5E,Preferred,C17797,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF7503T5E,Uniroyal Electronics Industry,750k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,750k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF7503T5E,Preferred,C23240,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
ARG05BTC9103,Viking Tech,910k 0.1% 0805 General Thin Film Resistor,Device:R,Chip:RESC2012X65_NOMB,910k,150V,125mW,±0.1%,±25ppm/°C,Thin Film,Compliant,N/A,Preferred,C2828756,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590910229918277632
0402WGF1004TCE,Uniroyal Electronics Industry,1M 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1M,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1004TCE,Basic,C26083,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1004T5E,Uniroyal Electronics Industry,1M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1004T5E,Basic,C22935,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1004T5E,Uniroyal Electronics Industry,1M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1004T5E,Basic,C17514,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1004T5E,Uniroyal Electronics Industry,1M 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1M,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1004T5E,Basic,C17927,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1204T5E,Uniroyal Electronics Industry,1.2M 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1.2M,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1204T5E,Preferred,C22107,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
CR1206F41204G,LIZ Electronics,1.2M 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1.2M,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C102076,https://www.lizgroup.com/images/userfile/file/1582705884f790ef522c90a7a1.pdf
0603WAF1504T5E,Uniroyal Electronics Industry,1.5M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.5M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1504T5E,Preferred,C4172,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
HP06W2J0185T5E,Uniroyal Electronics Industry,1.8M 5% 1206 High Power Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1.8M,200V,500mW,±1%,±100ppm/°C,Thick Film,Compliant,303-HP06W2J0185T5E,Preferred,C2775047,https://www.uni-royal.cn/en/images/userfile/file/1723271398d7bab4914ae1a4d5.pdf
0603WAF2004T5E,Uniroyal Electronics Industry,2M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2004T5E,Basic,C22976,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2004T5E,Uniroyal Electronics Industry,2M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2004T5E,Preferred,C26112,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2204T5E,Uniroyal Electronics Industry,2.2M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.2M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2204T5E,Preferred,C22938,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2204T5E,Uniroyal Electronics Industry,2.2M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.2M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2204T5E,Preferred,C26113,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
FRC0805F2204TS,Fojan Electronics,2.2M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.2M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,N/A,Preferred,C2933370,https://jlcpcb.com/api/file/downloadByFileSystemAccessId/8590912227518337024
0603WAF3004T5E,Uniroyal Electronics Industry,3M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3004T5E,Preferred,C23156,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4704T5E,Uniroyal Electronics Industry,4.7M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.7M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4704T5E,Preferred,C23163,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5104T5E,Uniroyal Electronics Industry,5.1M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.1M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5104T5E,Preferred,C13320,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1005TCE,Uniroyal Electronics Industry,10M 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,10M,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1005TCE,Preferred,C26082,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1005T5E,Uniroyal Electronics Industry,10M 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,10M,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1005T5E,Basic,C7250,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1005T5E,Uniroyal Electronics Industry,10M 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,10M,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1005T5E,Preferred,C26108,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
