MPN,Manufacturer,Description,Symbol,Footprint,Resistance,Voltage,Power,Tolerance,Temperature Coefficient,Type,RoHS,Mouser PN,JLCPCB Type,JLCPCB PN,Datasheet
0805W8F7500T5E,Uniroyal Electronics Industry,750R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,750R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F7500T5E,Preferred,C17818,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F7500T5E,Uniroyal Electronics Industry,750R 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,750R,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F7500T5E,Preferred,C17985,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF8200T5E,Uniroyal Electronics Industry,820R 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,820R,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF8200T5E,Basic,C23253,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F8200T5E,Uniroyal Electronics Industry,820R 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,820R,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F8200T5E,Preferred,C17837,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF1001TCE,Uniroyal Electronics Industry,1k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,1k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF1001TCE,Basic,C11702,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1001T5E,Uniroyal Electronics Industry,1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1001T5E,Basic,C21190,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1001T5E,Uniroyal Electronics Industry,1k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1001T5E,Basic,C17513,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1001T5E,Uniroyal Electronics Industry,1k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,1k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1001T5E,Basic,C4410,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1101T5E,Uniroyal Electronics Industry,1.1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1101T5E,Preferred,C22764,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1201T5E,Uniroyal Electronics Industry,1.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1201T5E,Basic,C22765,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1201T5E,Uniroyal Electronics Industry,1.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1201T5E,Basic,C17379,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1501T5E,Uniroyal Electronics Industry,1.5k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.5k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1501T5E,Basic,C22843,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1501T5E,Uniroyal Electronics Industry,1.5k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.5k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1501T5E,Basic,C4310,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1801T5E,Uniroyal Electronics Industry,1.8k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,1.8k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1801T5E,Preferred,C17398,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1801T5E,Uniroyal Electronics Industry,1.8k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,1.8k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1801T5E,Basic,C4177,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0402WGF2001TCE,Uniroyal Electronics Industry,2k 1% 0402 General Thick Film Resistor,Device:R,Chip:RESC1005X40_NOMB,2k,50V,62.5mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0402WGF2001TCE,Basic,C4109,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2001T5E,Uniroyal Electronics Industry,2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2001T5E,Basic,C22975,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2001T5E,Uniroyal Electronics Industry,2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2001T5E,Basic,C17604,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F2001T5E,Uniroyal Electronics Industry,2k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,2k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F2001T5E,Basic,C17944,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2201T5E,Uniroyal Electronics Industry,2.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2201T5E,Basic,C4190,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2201T5E,Uniroyal Electronics Industry,2.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2201T5E,Basic,C17520,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2401T5E,Uniroyal Electronics Industry,2.4k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.4k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2401T5E,Basic,C22940,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2401T5E,Uniroyal Electronics Industry,2.4k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.4k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2401T5E,Basic,C17526,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2701T5E,Uniroyal Electronics Industry,2.7k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,2.7k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2701T5E,Basic,C13167,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2701T5E,Uniroyal Electronics Industry,2.7k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,2.7k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2701T5E,Basic,C17530,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3001T5E,Uniroyal Electronics Industry,3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3001T5E,Basic,C4211,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3001T5E,Uniroyal Electronics Industry,3k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3001T5E,Basic,C17661,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3301T5E,Uniroyal Electronics Industry,3.3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3301T5E,Basic,C22978,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3601T5E,Uniroyal Electronics Industry,3.6k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.6k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3601T5E,Basic,C22980,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3601T5E,Uniroyal Electronics Industry,3.6k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3.6k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3601T5E,Preferred,C18359,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3901T5E,Uniroyal Electronics Industry,3.9k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,3.9k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3901T5E,Basic,C23018,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3901T5E,Uniroyal Electronics Industry,3.9k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,3.9k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3901T5E,Basic,C17614,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4301T5E,Uniroyal Electronics Industry,4.3k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.3k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4301T5E,Preferred,C23159,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4301T5E,Uniroyal Electronics Industry,4.3k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.3k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4301T5E,Preferred,C17667,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4701T5E,Uniroyal Electronics Industry,4.7k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.7k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4701T5E,Basic,C23162,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4701T5E,Uniroyal Electronics Industry,4.7k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.7k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4701T5E,Basic,C17673,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F4701T5E,Uniroyal Electronics Industry,4.7k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,4.7k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F4701T5E,Basic,C17936,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4991T5E,Uniroyal Electronics Industry,4.99k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,4.99k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4991T5E,Basic,C23046,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4991T5E,Uniroyal Electronics Industry,4.99k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,4.99k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4991T5E,Preferred,C17677,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5101T5E,Uniroyal Electronics Industry,5.1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5101T5E,Basic,C23186,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF5601T5E,Uniroyal Electronics Industry,5.6k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,5.6k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF5601T5E,Basic,C23189,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F5601T5E,Uniroyal Electronics Industry,5.6k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,5.6k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F5601T5E,Basic,C4382,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6201T5E,Uniroyal Electronics Industry,6.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,6.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6201T5E,Basic,C4260,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6201T5E,Uniroyal Electronics Industry,6.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,6.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6201T5E,Preferred,C17767,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF6801T5E,Uniroyal Electronics Industry,6.8k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,6.8k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF6801T5E,Basic,C23212,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F6801T5E,Uniroyal Electronics Industry,6.8k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,6.8k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F6801T5E,Basic,C17772,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF7501T5E,Uniroyal Electronics Industry,7.5k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,7.5k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF7501T5E,Basic,C23234,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F7501T5E,Uniroyal Electronics Industry,7.5k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,7.5k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F7501T5E,Preferred,C17807,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F8201T5E,Uniroyal Electronics Industry,8.2k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,8.2k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F8201T5E,Basic,C17828,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF9101T5E,Uniroyal Electronics Industry,9.1k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,9.1k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF9101T5E,Basic,C23260,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F9101T5E,Uniroyal Electronics Industry,9.1k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,9.1k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F9101T5E,Preferred,C17855,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1002T5E,Uniroyal Electronics Industry,10k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,10k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1002T5E,Basic,C17414,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
1206W4F1002T5E,Uniroyal Electronics Industry,10k 1% 1206 General Thick Film Resistor,Device:R,Chip:RESC3216X65_NOMB,10k,200V,250mW,±1%,±100ppm/°C,Thick Film,Compliant,303-1206W4F1002T5E,Basic,C17902,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1102T5E,Uniroyal Electronics Industry,11k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,11k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1102T5E,Preferred,C17429,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1202T5E,Uniroyal Electronics Industry,12k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,12k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1202T5E,Basic,C22790,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1202T5E,Uniroyal Electronics Industry,12k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,12k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1202T5E,Basic,C17444,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1302T5E,Uniroyal Electronics Industry,13k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,13k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1302T5E,Basic,C22797,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1302T5E,Uniroyal Electronics Industry,13k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,13k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1302T5E,Preferred,C17455,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1502T5E,Uniroyal Electronics Industry,15k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,15k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1502T5E,Basic,C22809,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1502T5E,Uniroyal Electronics Industry,15k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,15k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1502T5E,Basic,C17475,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF1602T5E,Uniroyal Electronics Industry,16k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,16k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF1602T5E,Preferred,C22818,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1602T5E,Uniroyal Electronics Industry,16k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,16k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1602T5E,Preferred,C17490,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F1802T5E,Uniroyal Electronics Industry,18k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,18k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F1802T5E,Preferred,C17506,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2002T5E,Uniroyal Electronics Industry,20k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,20k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2002T5E,Basic,C4184,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2002T5E,Uniroyal Electronics Industry,20k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,20k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2002T5E,Basic,C4328,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2202T5E,Uniroyal Electronics Industry,22k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,22k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2202T5E,Basic,C17560,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2402T5E,Uniroyal Electronics Industry,24k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,24k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2402T5E,Basic,C23352,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2402T5E,Uniroyal Electronics Industry,24k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,24k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2402T5E,Basic,C17575,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF2702T5E,Uniroyal Electronics Industry,27k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,27k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF2702T5E,Basic,C22967,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F2702T5E,Uniroyal Electronics Industry,27k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,27k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F2702T5E,Basic,C17593,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3002T5E,Uniroyal Electronics Industry,30k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,30k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3002T5E,Basic,C22984,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3002T5E,Uniroyal Electronics Industry,30k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,30k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3002T5E,Basic,C17621,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3302T5E,Uniroyal Electronics Industry,33k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,33k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3302T5E,Basic,C4216,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3302T5E,Uniroyal Electronics Industry,33k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,33k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3302T5E,Basic,C17633,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3602T5E,Uniroyal Electronics Industry,36k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,36k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3602T5E,Preferred,C23147,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F3602T5E,Uniroyal Electronics Industry,36k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,36k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F3602T5E,Preferred,C4360,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF3902T5E,Uniroyal Electronics Industry,39k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,39k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF3902T5E,Basic,C23153,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4022T5E,Uniroyal Electronics Industry,40.2k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,40.2k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4022T5E,Preferred,C12447,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4302T5E,Uniroyal Electronics Industry,43k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,43k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4302T5E,Preferred,C23172,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4302T5E,Uniroyal Electronics Industry,43k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,43k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4302T5E,Preferred,C17695,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0805W8F4702T5E,Uniroyal Electronics Industry,47k 1% 0805 General Thick Film Resistor,Device:R,Chip:RESC2012X65_NOMB,47k,150V,125mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0805W8F4702T5E,Basic,C17713,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
0603WAF4992T5E,Uniroyal Electronics Industry,49.9k 1% 0603 General Thick Film Resistor,Device:R,Chip:RESC1608X55_NOMB,49.9k,75V,100mW,±1%,±100ppm/°C,Thick Film,Compliant,303-0603WAF4992T5E,Basic,C23184,https://www.uni-royal.cn/en/images/userfile/file/1668661899c56505e6d9ab55c7.pdf
